photo_num,animal,colour_image_link,gs_image_link,gs_image_link_mini,gs_mean,gs_median,colour_image_link_alt,gs_image_link_alt
16,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/16.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/16.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/16.png,106,125,https://statistics-is-awesome.org/colourphotos/16.png,https://statistics-is-awesome.org/gsphotos/16.png
17,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/17.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/17.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/17.png,127,135,https://statistics-is-awesome.org/colourphotos/17.png,https://statistics-is-awesome.org/gsphotos/17.png
18,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/18.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/18.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/18.png,92,77,https://statistics-is-awesome.org/colourphotos/18.png,https://statistics-is-awesome.org/gsphotos/18.png
19,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/19.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/19.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/19.png,151,149,https://statistics-is-awesome.org/colourphotos/19.png,https://statistics-is-awesome.org/gsphotos/19.png
20,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/20.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/20.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/20.png,97,113,https://statistics-is-awesome.org/colourphotos/20.png,https://statistics-is-awesome.org/gsphotos/20.png
21,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/21.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/21.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/21.png,75,57,https://statistics-is-awesome.org/colourphotos/21.png,https://statistics-is-awesome.org/gsphotos/21.png
22,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/22.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/22.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/22.png,112,101,https://statistics-is-awesome.org/colourphotos/22.png,https://statistics-is-awesome.org/gsphotos/22.png
23,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/23.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/23.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/23.png,108,114,https://statistics-is-awesome.org/colourphotos/23.png,https://statistics-is-awesome.org/gsphotos/23.png
24,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/24.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/24.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/24.png,72,41,https://statistics-is-awesome.org/colourphotos/24.png,https://statistics-is-awesome.org/gsphotos/24.png
25,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/25.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/25.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/25.png,113,110,https://statistics-is-awesome.org/colourphotos/25.png,https://statistics-is-awesome.org/gsphotos/25.png
26,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/26.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/26.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/26.png,218,247,https://statistics-is-awesome.org/colourphotos/26.png,https://statistics-is-awesome.org/gsphotos/26.png
27,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/27.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/27.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/27.png,139,157,https://statistics-is-awesome.org/colourphotos/27.png,https://statistics-is-awesome.org/gsphotos/27.png
28,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/28.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/28.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/28.png,144,139,https://statistics-is-awesome.org/colourphotos/28.png,https://statistics-is-awesome.org/gsphotos/28.png
29,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/29.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/29.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/29.png,75,54,https://statistics-is-awesome.org/colourphotos/29.png,https://statistics-is-awesome.org/gsphotos/29.png
30,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/30.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/30.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/30.png,167,171,https://statistics-is-awesome.org/colourphotos/30.png,https://statistics-is-awesome.org/gsphotos/30.png
31,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/31.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/31.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/31.png,95,93,https://statistics-is-awesome.org/colourphotos/31.png,https://statistics-is-awesome.org/gsphotos/31.png
32,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/32.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/32.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/32.png,148,137,https://statistics-is-awesome.org/colourphotos/32.png,https://statistics-is-awesome.org/gsphotos/32.png
33,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/33.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/33.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/33.png,177,191,https://statistics-is-awesome.org/colourphotos/33.png,https://statistics-is-awesome.org/gsphotos/33.png
34,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/34.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/34.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/34.png,111,103,https://statistics-is-awesome.org/colourphotos/34.png,https://statistics-is-awesome.org/gsphotos/34.png
35,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/35.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/35.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/35.png,131,114,https://statistics-is-awesome.org/colourphotos/35.png,https://statistics-is-awesome.org/gsphotos/35.png
36,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/36.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/36.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/36.png,47,43,https://statistics-is-awesome.org/colourphotos/36.png,https://statistics-is-awesome.org/gsphotos/36.png
37,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/37.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/37.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/37.png,98,83,https://statistics-is-awesome.org/colourphotos/37.png,https://statistics-is-awesome.org/gsphotos/37.png
38,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/38.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/38.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/38.png,152,160,https://statistics-is-awesome.org/colourphotos/38.png,https://statistics-is-awesome.org/gsphotos/38.png
39,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/39.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/39.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/39.png,220,247,https://statistics-is-awesome.org/colourphotos/39.png,https://statistics-is-awesome.org/gsphotos/39.png
40,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/40.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/40.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/40.png,80,47,https://statistics-is-awesome.org/colourphotos/40.png,https://statistics-is-awesome.org/gsphotos/40.png
41,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/41.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/41.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/41.png,99,96,https://statistics-is-awesome.org/colourphotos/41.png,https://statistics-is-awesome.org/gsphotos/41.png
42,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/42.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/42.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/42.png,68,40,https://statistics-is-awesome.org/colourphotos/42.png,https://statistics-is-awesome.org/gsphotos/42.png
43,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/43.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/43.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/43.png,178,200,https://statistics-is-awesome.org/colourphotos/43.png,https://statistics-is-awesome.org/gsphotos/43.png
44,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/44.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/44.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/44.png,161,187,https://statistics-is-awesome.org/colourphotos/44.png,https://statistics-is-awesome.org/gsphotos/44.png
45,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/45.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/45.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/45.png,88,82,https://statistics-is-awesome.org/colourphotos/45.png,https://statistics-is-awesome.org/gsphotos/45.png
46,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/46.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/46.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/46.png,125,161,https://statistics-is-awesome.org/colourphotos/46.png,https://statistics-is-awesome.org/gsphotos/46.png
47,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/47.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/47.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/47.png,120,115,https://statistics-is-awesome.org/colourphotos/47.png,https://statistics-is-awesome.org/gsphotos/47.png
48,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/48.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/48.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/48.png,15,9,https://statistics-is-awesome.org/colourphotos/48.png,https://statistics-is-awesome.org/gsphotos/48.png
49,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/49.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/49.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/49.png,98,104,https://statistics-is-awesome.org/colourphotos/49.png,https://statistics-is-awesome.org/gsphotos/49.png
50,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/50.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/50.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/50.png,112,110,https://statistics-is-awesome.org/colourphotos/50.png,https://statistics-is-awesome.org/gsphotos/50.png
51,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/51.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/51.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/51.png,100,87,https://statistics-is-awesome.org/colourphotos/51.png,https://statistics-is-awesome.org/gsphotos/51.png
52,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/52.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/52.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/52.png,122,76,https://statistics-is-awesome.org/colourphotos/52.png,https://statistics-is-awesome.org/gsphotos/52.png
53,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/53.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/53.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/53.png,81,62,https://statistics-is-awesome.org/colourphotos/53.png,https://statistics-is-awesome.org/gsphotos/53.png
54,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/54.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/54.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/54.png,129,122,https://statistics-is-awesome.org/colourphotos/54.png,https://statistics-is-awesome.org/gsphotos/54.png
55,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/55.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/55.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/55.png,145,162,https://statistics-is-awesome.org/colourphotos/55.png,https://statistics-is-awesome.org/gsphotos/55.png
56,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/56.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/56.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/56.png,167,203,https://statistics-is-awesome.org/colourphotos/56.png,https://statistics-is-awesome.org/gsphotos/56.png
57,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/57.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/57.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/57.png,119,144,https://statistics-is-awesome.org/colourphotos/57.png,https://statistics-is-awesome.org/gsphotos/57.png
58,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/58.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/58.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/58.png,150,144,https://statistics-is-awesome.org/colourphotos/58.png,https://statistics-is-awesome.org/gsphotos/58.png
59,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/59.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/59.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/59.png,133,145,https://statistics-is-awesome.org/colourphotos/59.png,https://statistics-is-awesome.org/gsphotos/59.png
60,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/60.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/60.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/60.png,186,205,https://statistics-is-awesome.org/colourphotos/60.png,https://statistics-is-awesome.org/gsphotos/60.png
61,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/61.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/61.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/61.png,108,97,https://statistics-is-awesome.org/colourphotos/61.png,https://statistics-is-awesome.org/gsphotos/61.png
62,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/62.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/62.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/62.png,68,56,https://statistics-is-awesome.org/colourphotos/62.png,https://statistics-is-awesome.org/gsphotos/62.png
63,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/63.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/63.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/63.png,151,148,https://statistics-is-awesome.org/colourphotos/63.png,https://statistics-is-awesome.org/gsphotos/63.png
64,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/64.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/64.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/64.png,146,154,https://statistics-is-awesome.org/colourphotos/64.png,https://statistics-is-awesome.org/gsphotos/64.png
65,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/65.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/65.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/65.png,158,164,https://statistics-is-awesome.org/colourphotos/65.png,https://statistics-is-awesome.org/gsphotos/65.png
66,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/66.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/66.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/66.png,111,107,https://statistics-is-awesome.org/colourphotos/66.png,https://statistics-is-awesome.org/gsphotos/66.png
67,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/67.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/67.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/67.png,59,51,https://statistics-is-awesome.org/colourphotos/67.png,https://statistics-is-awesome.org/gsphotos/67.png
68,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/68.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/68.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/68.png,47,30,https://statistics-is-awesome.org/colourphotos/68.png,https://statistics-is-awesome.org/gsphotos/68.png
69,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/69.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/69.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/69.png,194,220,https://statistics-is-awesome.org/colourphotos/69.png,https://statistics-is-awesome.org/gsphotos/69.png
70,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/70.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/70.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/70.png,93,77,https://statistics-is-awesome.org/colourphotos/70.png,https://statistics-is-awesome.org/gsphotos/70.png
71,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/71.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/71.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/71.png,111,108,https://statistics-is-awesome.org/colourphotos/71.png,https://statistics-is-awesome.org/gsphotos/71.png
72,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/72.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/72.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/72.png,139,133,https://statistics-is-awesome.org/colourphotos/72.png,https://statistics-is-awesome.org/gsphotos/72.png
73,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/73.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/73.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/73.png,63,36,https://statistics-is-awesome.org/colourphotos/73.png,https://statistics-is-awesome.org/gsphotos/73.png
74,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/74.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/74.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/74.png,32,27,https://statistics-is-awesome.org/colourphotos/74.png,https://statistics-is-awesome.org/gsphotos/74.png
75,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/75.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/75.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/75.png,110,107,https://statistics-is-awesome.org/colourphotos/75.png,https://statistics-is-awesome.org/gsphotos/75.png
76,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/76.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/76.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/76.png,129,131,https://statistics-is-awesome.org/colourphotos/76.png,https://statistics-is-awesome.org/gsphotos/76.png
77,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/77.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/77.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/77.png,146,145,https://statistics-is-awesome.org/colourphotos/77.png,https://statistics-is-awesome.org/gsphotos/77.png
78,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/78.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/78.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/78.png,13,1,https://statistics-is-awesome.org/colourphotos/78.png,https://statistics-is-awesome.org/gsphotos/78.png
79,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/79.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/79.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/79.png,42,33,https://statistics-is-awesome.org/colourphotos/79.png,https://statistics-is-awesome.org/gsphotos/79.png
80,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/80.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/80.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/80.png,134,130,https://statistics-is-awesome.org/colourphotos/80.png,https://statistics-is-awesome.org/gsphotos/80.png
81,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/81.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/81.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/81.png,131,135,https://statistics-is-awesome.org/colourphotos/81.png,https://statistics-is-awesome.org/gsphotos/81.png
82,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/82.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/82.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/82.png,92,87,https://statistics-is-awesome.org/colourphotos/82.png,https://statistics-is-awesome.org/gsphotos/82.png
83,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/83.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/83.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/83.png,88,83,https://statistics-is-awesome.org/colourphotos/83.png,https://statistics-is-awesome.org/gsphotos/83.png
84,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/84.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/84.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/84.png,133,128,https://statistics-is-awesome.org/colourphotos/84.png,https://statistics-is-awesome.org/gsphotos/84.png
85,cat,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/85.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/85.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/85.png,71,51,https://statistics-is-awesome.org/colourphotos/85.png,https://statistics-is-awesome.org/gsphotos/85.png
86,dog,https://annafergusson.shinyapps.io/dogsvscats/images/colourphotos/86.png,https://annafergusson.shinyapps.io/dogsvscats/images/gsphotos/86.png,https://annafergusson.shinyapps.io/dogsvscats/images/minigs/86.png,170,203,https://statistics-is-awesome.org/colourphotos/86.png,https://statistics-is-awesome.org/gsphotos/86.png
